,img_idx,age_label,age_cat,gender_label,ethnicity_label,gender,ethnicity,age,data_file
18691,data/utk_face/images/22_0_1_20170114030000815.jpg.chip.jpg,3,15-30,0,1,male,black,22,utk_face
18962,data/utk_face/images/54_0_1_20170117190013790.jpg.chip.jpg,5,41-65,0,1,male,black,54,utk_face
12966,data/utk_face/images/36_1_1_20170117135855155.jpg.chip.jpg,4,31-40,1,1,female,black,36,utk_face
21982,data/utk_face/images/52_0_0_20170120222912410.jpg.chip.jpg,5,41-65,0,0,male,white,52,utk_face
21935,data/utk_face/images/40_0_2_20170116181205807.jpg.chip.jpg,4,31-40,0,2,male,asian,40,utk_face
4054,data/utk_face/images/26_1_0_20170116234614748.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
4330,data/utk_face/images/22_0_0_20170104214301269.jpg.chip.jpg,3,15-30,0,0,male,white,22,utk_face
12379,data/utk_face/images/32_0_1_20170113133956457.jpg.chip.jpg,4,31-40,0,1,male,black,32,utk_face
16420,data/utk_face/images/8_0_0_20170110220350538.jpg.chip.jpg,2,7-14,0,0,male,white,8,utk_face
14928,data/utk_face/images/58_0_3_20170119192023433.jpg.chip.jpg,5,41-65,0,3,male,indian,58,utk_face
19142,data/utk_face/images/1_1_3_20161220144645535.jpg.chip.jpg,0,0-2,1,3,female,indian,1,utk_face
1077,data/utk_face/images/24_1_2_20170116222629764.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
23082,data/utk_face/images/39_1_0_20170105164247586.jpg.chip.jpg,4,31-40,1,0,female,white,39,utk_face
102,data/utk_face/images/32_1_0_20170117093112387.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
6633,data/utk_face/images/54_0_3_20170119210230016.jpg.chip.jpg,5,41-65,0,3,male,indian,54,utk_face
8825,data/utk_face/images/46_0_0_20170116192656401.jpg.chip.jpg,5,41-65,0,0,male,white,46,utk_face
21130,data/utk_face/images/9_0_0_20170110224736067.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
6726,data/utk_face/images/8_1_2_20170109205348937.jpg.chip.jpg,2,7-14,1,2,female,asian,8,utk_face
14226,data/utk_face/images/10_1_1_20170117134313205.jpg.chip.jpg,2,7-14,1,1,female,black,10,utk_face
6092,data/utk_face/images/21_0_1_20170116030053264.jpg.chip.jpg,3,15-30,0,1,male,black,21,utk_face
7343,data/utk_face/images/26_1_0_20170109002602686.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
10591,data/utk_face/images/42_1_3_20170109132630643.jpg.chip.jpg,5,41-65,1,3,female,indian,42,utk_face
10183,data/utk_face/images/29_0_0_20170117180851443.jpg.chip.jpg,3,15-30,0,0,male,white,29,utk_face
6683,data/utk_face/images/36_1_3_20170117135521500.jpg.chip.jpg,4,31-40,1,3,female,indian,36,utk_face
3029,data/utk_face/images/53_1_1_20170116175619856.jpg.chip.jpg,5,41-65,1,1,female,black,53,utk_face
8388,data/utk_face/images/28_0_4_20170103235541444.jpg.chip.jpg,3,15-30,0,4,male,other,28,utk_face
20387,data/utk_face/images/32_1_0_20170117182439717.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
1786,data/utk_face/images/12_1_0_20170103200711205.jpg.chip.jpg,2,7-14,1,0,female,white,12,utk_face
9679,data/utk_face/images/30_0_3_20170117120456566.jpg.chip.jpg,3,15-30,0,3,male,indian,30,utk_face
6742,data/utk_face/images/3_1_4_20161221193144389.jpg.chip.jpg,1,3-6,1,4,female,other,3,utk_face
5525,data/utk_face/images/52_0_1_20170120222921386.jpg.chip.jpg,5,41-65,0,1,male,black,52,utk_face
9313,data/utk_face/images/32_0_0_20170117133749832.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
21065,data/utk_face/images/24_0_2_20170116192955075.jpg.chip.jpg,3,15-30,0,2,male,asian,24,utk_face
11517,data/utk_face/images/24_1_0_20170116211912644.jpg.chip.jpg,3,15-30,1,0,female,white,24,utk_face
3788,data/utk_face/images/25_1_0_20170117142757162.jpg.chip.jpg,3,15-30,1,0,female,white,25,utk_face
5239,data/utk_face/images/36_0_0_20170113183241454.jpg.chip.jpg,4,31-40,0,0,male,white,36,utk_face
7882,data/utk_face/images/79_0_0_20170111200506756.jpg.chip.jpg,6,66-116,0,0,male,white,79,utk_face
20085,data/utk_face/images/27_0_0_20170117202108094.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
7177,data/utk_face/images/33_0_2_20170117182613892.jpg.chip.jpg,4,31-40,0,2,male,asian,33,utk_face
13886,data/utk_face/images/24_1_3_20170119171020639.jpg.chip.jpg,3,15-30,1,3,female,indian,24,utk_face
9239,data/utk_face/images/10_0_0_20170110221714752.jpg.chip.jpg,2,7-14,0,0,male,white,10,utk_face
20348,data/utk_face/images/53_1_0_20170109133404907.jpg.chip.jpg,5,41-65,1,0,female,white,53,utk_face
7303,data/utk_face/images/2_0_2_20161219202639225.jpg.chip.jpg,0,0-2,0,2,male,asian,2,utk_face
21255,data/utk_face/images/29_1_0_20170104192921991.jpg.chip.jpg,3,15-30,1,0,female,white,29,utk_face
16849,data/utk_face/images/71_0_0_20170120225652609.jpg.chip.jpg,6,66-116,0,0,male,white,71,utk_face
13879,data/utk_face/images/40_1_1_20170117140949600.jpg.chip.jpg,4,31-40,1,1,female,black,40,utk_face
10575,data/utk_face/images/42_0_1_20170113175712924.jpg.chip.jpg,5,41-65,0,1,male,black,42,utk_face
7289,data/utk_face/images/28_0_1_20170116195853213.jpg.chip.jpg,3,15-30,0,1,male,black,28,utk_face
22063,data/utk_face/images/26_1_0_20170117201443317.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
23055,data/utk_face/images/1_1_3_20161219225247616.jpg.chip.jpg,0,0-2,1,3,female,indian,1,utk_face
15725,data/utk_face/images/80_0_0_20170117172958840.jpg.chip.jpg,6,66-116,0,0,male,white,80,utk_face
9894,data/utk_face/images/50_0_3_20170119205539984.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
9916,data/utk_face/images/24_1_3_20170104231950346.jpg.chip.jpg,3,15-30,1,3,female,indian,24,utk_face
4801,data/utk_face/images/45_1_0_20170109150822520.jpg.chip.jpg,5,41-65,1,0,female,white,45,utk_face
9487,data/utk_face/images/28_0_2_20170116163443678.jpg.chip.jpg,3,15-30,0,2,male,asian,28,utk_face
5489,data/utk_face/images/26_1_3_20170104222841167.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
22104,data/utk_face/images/2_0_3_20161220143058738.jpg.chip.jpg,0,0-2,0,3,male,indian,2,utk_face
18301,data/utk_face/images/30_1_0_20170117171117386.jpg.chip.jpg,3,15-30,1,0,female,white,30,utk_face
963,data/utk_face/images/9_0_0_20170120133317677.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
11589,data/utk_face/images/28_1_0_20170104181551957.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
15631,data/utk_face/images/44_0_0_20170120220042234.jpg.chip.jpg,5,41-65,0,0,male,white,44,utk_face
2967,data/utk_face/images/22_1_3_20170104232454786.jpg.chip.jpg,3,15-30,1,3,female,indian,22,utk_face
2462,data/utk_face/images/40_1_0_20170117092603386.jpg.chip.jpg,4,31-40,1,0,female,white,40,utk_face
2960,data/utk_face/images/9_0_0_20170110224627443.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
14834,data/utk_face/images/20_0_1_20170113132537718.jpg.chip.jpg,3,15-30,0,1,male,black,20,utk_face
9907,data/utk_face/images/50_0_3_20170119204538302.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
13254,data/utk_face/images/30_0_0_20170119180216577.jpg.chip.jpg,3,15-30,0,0,male,white,30,utk_face
14622,data/utk_face/images/24_1_3_20170119170911086.jpg.chip.jpg,3,15-30,1,3,female,indian,24,utk_face
7072,data/utk_face/images/39_0_0_20170117165645001.jpg.chip.jpg,4,31-40,0,0,male,white,39,utk_face
21617,data/utk_face/images/9_0_0_20170110220236260.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
546,data/utk_face/images/4_0_0_20170110213121589.jpg.chip.jpg,1,3-6,0,0,male,white,4,utk_face
4412,data/utk_face/images/17_1_0_20170104012351409.jpg.chip.jpg,3,15-30,1,0,female,white,17,utk_face
7923,data/utk_face/images/75_0_0_20170117175217462.jpg.chip.jpg,6,66-116,0,0,male,white,75,utk_face
20556,data/utk_face/images/12_1_0_20170117143729521.jpg.chip.jpg,2,7-14,1,0,female,white,12,utk_face
21371,data/utk_face/images/8_1_0_20170109205020218.jpg.chip.jpg,2,7-14,1,0,female,white,8,utk_face
13518,data/utk_face/images/41_1_3_20170109140751299.jpg.chip.jpg,5,41-65,1,3,female,indian,41,utk_face
3738,data/utk_face/images/23_0_1_20170117144346825.jpg.chip.jpg,3,15-30,0,1,male,black,23,utk_face
14915,data/utk_face/images/45_0_3_20170119204138943.jpg.chip.jpg,5,41-65,0,3,male,indian,45,utk_face
16687,data/utk_face/images/3_1_2_20161219151448835.jpg.chip.jpg,1,3-6,1,2,female,asian,3,utk_face
18847,data/utk_face/images/20_1_0_20170117141304848.jpg.chip.jpg,3,15-30,1,0,female,white,20,utk_face
23422,data/utk_face/images/28_1_0_20170117190450170.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
6825,data/utk_face/images/35_1_1_20170112203826226.jpg.chip.jpg,4,31-40,1,1,female,black,35,utk_face
19677,data/utk_face/images/60_0_0_20170104213108966.jpg.chip.jpg,5,41-65,0,0,male,white,60,utk_face
6046,data/utk_face/images/27_0_3_20170104214439206.jpg.chip.jpg,3,15-30,0,3,male,indian,27,utk_face
7763,data/utk_face/images/48_1_0_20170117003356908.jpg.chip.jpg,5,41-65,1,0,female,white,48,utk_face
13159,data/utk_face/images/23_0_1_20170113133833362.jpg.chip.jpg,3,15-30,0,1,male,black,23,utk_face
1004,data/utk_face/images/90_0_1_20170117194324750.jpg.chip.jpg,6,66-116,0,1,male,black,90,utk_face
2931,data/utk_face/images/38_1_3_20170104234724459.jpg.chip.jpg,4,31-40,1,3,female,indian,38,utk_face
6068,data/utk_face/images/31_1_1_20170104165300328.jpg.chip.jpg,4,31-40,1,1,female,black,31,utk_face
12093,data/utk_face/images/1_0_2_20161219161616326.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
16104,data/utk_face/images/70_1_0_20170110141008498.jpg.chip.jpg,6,66-116,1,0,female,white,70,utk_face
11944,data/utk_face/images/56_1_2_20170116235343595.jpg.chip.jpg,5,41-65,1,2,female,asian,56,utk_face
22278,data/utk_face/images/26_1_3_20170116180310868.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
7758,data/utk_face/images/28_0_3_20170119194435555.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
21831,data/utk_face/images/49_0_3_20170119200252003.jpg.chip.jpg,5,41-65,0,3,male,indian,49,utk_face
4748,data/utk_face/images/66_1_0_20170110132135290.jpg.chip.jpg,6,66-116,1,0,female,white,66,utk_face
5495,data/utk_face/images/23_1_0_20170116221717766.jpg.chip.jpg,3,15-30,1,0,female,white,23,utk_face
14407,data/utk_face/images/29_1_2_20170105161656203.jpg.chip.jpg,3,15-30,1,2,female,asian,29,utk_face
3423,data/utk_face/images/60_1_0_20170110151507697.jpg.chip.jpg,5,41-65,1,0,female,white,60,utk_face
12718,data/utk_face/images/76_0_2_20170105174610325.jpg.chip.jpg,6,66-116,0,2,male,asian,76,utk_face
12499,data/utk_face/images/38_0_0_20170109011114784.jpg.chip.jpg,4,31-40,0,0,male,white,38,utk_face
15566,data/utk_face/images/40_0_0_20170117172519480.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
19380,data/utk_face/images/1_0_2_20161219155411381.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
10868,data/utk_face/images/53_0_0_20170111205031079.jpg.chip.jpg,5,41-65,0,0,male,white,53,utk_face
6031,data/utk_face/images/35_0_1_20170117143145454.jpg.chip.jpg,4,31-40,0,1,male,black,35,utk_face
13814,data/utk_face/images/66_1_1_20170113000154762.jpg.chip.jpg,6,66-116,1,1,female,black,66,utk_face
7982,data/utk_face/images/23_0_2_20170116172805150.jpg.chip.jpg,3,15-30,0,2,male,asian,23,utk_face
10717,data/utk_face/images/42_1_1_20170113005712902.jpg.chip.jpg,5,41-65,1,1,female,black,42,utk_face
11201,data/utk_face/images/28_0_3_20170119194624019.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
4685,data/utk_face/images/16_1_4_20170103201023166.jpg.chip.jpg,3,15-30,1,4,female,other,16,utk_face
2450,data/utk_face/images/2_0_0_20170110225218837.jpg.chip.jpg,0,0-2,0,0,male,white,2,utk_face
692,data/utk_face/images/85_1_0_20170110183957671.jpg.chip.jpg,6,66-116,1,0,female,white,85,utk_face
14537,data/utk_face/images/26_1_0_20170103181710200.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
5372,data/utk_face/images/29_0_2_20170117180939947.jpg.chip.jpg,3,15-30,0,2,male,asian,29,utk_face
10677,data/utk_face/images/26_0_0_20170113210126348.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
19471,data/utk_face/images/28_1_0_20170103181535329.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
17339,data/utk_face/images/25_1_3_20170109132228225.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
13598,data/utk_face/images/80_1_0_20170110153259184.jpg.chip.jpg,6,66-116,1,0,female,white,80,utk_face
6195,data/utk_face/images/2_1_2_20161219161747222.jpg.chip.jpg,0,0-2,1,2,female,asian,2,utk_face
7088,data/utk_face/images/63_1_3_20170109134308184.jpg.chip.jpg,5,41-65,1,3,female,indian,63,utk_face
1113,data/utk_face/images/35_0_0_20170117180618449.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
22402,data/utk_face/images/54_0_0_20170120223520757.jpg.chip.jpg,5,41-65,0,0,male,white,54,utk_face
23428,data/utk_face/images/26_0_1_20170117152256332.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
18500,data/utk_face/images/5_0_0_20170110213118425.jpg.chip.jpg,1,3-6,0,0,male,white,5,utk_face
6005,data/utk_face/images/30_0_4_20170103230146433.jpg.chip.jpg,3,15-30,0,4,male,other,30,utk_face
8823,data/utk_face/images/28_0_2_20170116191256645.jpg.chip.jpg,3,15-30,0,2,male,asian,28,utk_face
1504,data/utk_face/images/38_1_0_20170104171708706.jpg.chip.jpg,4,31-40,1,0,female,white,38,utk_face
9014,data/utk_face/images/26_0_0_20170117091206389.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
10667,data/utk_face/images/31_1_0_20170117133210639.jpg.chip.jpg,4,31-40,1,0,female,white,31,utk_face
8548,data/utk_face/images/1_0_3_20161220215945524.jpg.chip.jpg,0,0-2,0,3,male,indian,1,utk_face
23256,data/utk_face/images/32_1_0_20170105173150717.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
16909,data/utk_face/images/27_0_0_20170116204122640.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
13536,data/utk_face/images/57_0_3_20170119211457489.jpg.chip.jpg,5,41-65,0,3,male,indian,57,utk_face
14442,data/utk_face/images/50_0_1_20170113184346534.jpg.chip.jpg,5,41-65,0,1,male,black,50,utk_face
2839,data/utk_face/images/27_1_0_20170117120644558.jpg.chip.jpg,3,15-30,1,0,female,white,27,utk_face
2988,data/utk_face/images/60_0_0_20170111204805716.jpg.chip.jpg,5,41-65,0,0,male,white,60,utk_face
21827,data/utk_face/images/26_0_2_20170116182453051.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
13488,data/utk_face/images/32_0_0_20170116210057148.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
1790,data/utk_face/images/24_1_2_20170116173426810.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
12859,data/utk_face/images/25_1_2_20170104021412148.jpg.chip.jpg,3,15-30,1,2,female,asian,25,utk_face
11902,data/utk_face/images/37_1_0_20170117184458864.jpg.chip.jpg,4,31-40,1,0,female,white,37,utk_face
21939,data/utk_face/images/66_0_0_20170120225919754.jpg.chip.jpg,6,66-116,0,0,male,white,66,utk_face
15024,data/utk_face/images/26_1_3_20170119180502866.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
10048,data/utk_face/images/32_0_3_20170119154229786.jpg.chip.jpg,4,31-40,0,3,male,indian,32,utk_face
4566,data/utk_face/images/37_0_2_20170116192050747.jpg.chip.jpg,4,31-40,0,2,male,asian,37,utk_face
17542,data/utk_face/images/38_0_0_20170116001012194.jpg.chip.jpg,4,31-40,0,0,male,white,38,utk_face
21359,data/utk_face/images/21_1_1_20170113005845999.jpg.chip.jpg,3,15-30,1,1,female,black,21,utk_face
19566,data/utk_face/images/35_0_2_20170112215010390.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
5798,data/utk_face/images/18_1_3_20170104221905278.jpg.chip.jpg,3,15-30,1,3,female,indian,18,utk_face
18226,data/utk_face/images/24_0_0_20170104230201657.jpg.chip.jpg,3,15-30,0,0,male,white,24,utk_face
12783,data/utk_face/images/27_1_0_20170117010411661.jpg.chip.jpg,3,15-30,1,0,female,white,27,utk_face
8982,data/utk_face/images/28_0_0_20170116215505239.jpg.chip.jpg,3,15-30,0,0,male,white,28,utk_face
21091,data/utk_face/images/38_1_0_20170104201657730.jpg.chip.jpg,4,31-40,1,0,female,white,38,utk_face
13180,data/utk_face/images/15_0_0_20170102234355667.jpg.chip.jpg,3,15-30,0,0,male,white,15,utk_face
9793,data/utk_face/images/28_0_0_20170117180609562.jpg.chip.jpg,3,15-30,0,0,male,white,28,utk_face
11910,data/utk_face/images/89_1_3_20170110182042731.jpg.chip.jpg,6,66-116,1,3,female,indian,89,utk_face
17300,data/utk_face/images/30_0_3_20170119195741363.jpg.chip.jpg,3,15-30,0,3,male,indian,30,utk_face
4640,data/utk_face/images/9_1_0_20170109203410981.jpg.chip.jpg,2,7-14,1,0,female,white,9,utk_face
7787,data/utk_face/images/26_1_3_20170104215700398.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
14176,data/utk_face/images/50_0_0_20170117160733057.jpg.chip.jpg,5,41-65,0,0,male,white,50,utk_face
1052,data/utk_face/images/25_0_3_20170117141539041.jpg.chip.jpg,3,15-30,0,3,male,indian,25,utk_face
18784,data/utk_face/images/2_1_3_20161219224731392.jpg.chip.jpg,0,0-2,1,3,female,indian,2,utk_face
15035,data/utk_face/images/26_1_3_20170119192844345.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
16337,data/utk_face/images/2_0_0_20170103205800494.jpg.chip.jpg,0,0-2,0,0,male,white,2,utk_face
14609,data/utk_face/images/23_1_3_20170116173248641.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
3060,data/utk_face/images/58_0_4_20170104002248350.jpg.chip.jpg,5,41-65,0,4,male,other,58,utk_face
22648,data/utk_face/images/35_1_1_20170112204654001.jpg.chip.jpg,4,31-40,1,1,female,black,35,utk_face
19509,data/utk_face/images/23_1_3_20170117144215201.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
12092,data/utk_face/images/1_0_2_20161219154354285.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
13404,data/utk_face/images/73_1_3_20170109142947277.jpg.chip.jpg,6,66-116,1,3,female,indian,73,utk_face
1445,data/utk_face/images/29_1_2_20170116192058227.jpg.chip.jpg,3,15-30,1,2,female,asian,29,utk_face
5662,data/utk_face/images/26_1_1_20170113000644330.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
23471,data/utk_face/images/1_1_0_20170109193726686.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
19228,data/utk_face/images/29_0_0_20170117120546242.jpg.chip.jpg,3,15-30,0,0,male,white,29,utk_face
12872,data/utk_face/images/15_0_1_20170117135556256.jpg.chip.jpg,3,15-30,0,1,male,black,15,utk_face
17459,data/utk_face/images/2_0_1_20170110205407227.jpg.chip.jpg,0,0-2,0,1,male,black,2,utk_face
9873,data/utk_face/images/36_1_0_20170113000620083.jpg.chip.jpg,4,31-40,1,0,female,white,36,utk_face
22720,data/utk_face/images/7_0_0_20170110220627122.jpg.chip.jpg,2,7-14,0,0,male,white,7,utk_face
5575,data/utk_face/images/65_0_4_20170109005604594.jpg.chip.jpg,5,41-65,0,4,male,other,65,utk_face
4755,data/utk_face/images/37_0_3_20170119202310776.jpg.chip.jpg,4,31-40,0,3,male,indian,37,utk_face
193,data/utk_face/images/14_1_4_20170103233153851.jpg.chip.jpg,2,7-14,1,4,female,other,14,utk_face
10549,data/utk_face/images/50_0_0_20170117001207711.jpg.chip.jpg,5,41-65,0,0,male,white,50,utk_face
23216,data/utk_face/images/35_0_1_20170113155146201.jpg.chip.jpg,4,31-40,0,1,male,black,35,utk_face
17516,data/utk_face/images/54_1_0_20170105173508749.jpg.chip.jpg,5,41-65,1,0,female,white,54,utk_face
5594,data/utk_face/images/40_0_0_20170113210126285.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
10689,data/utk_face/images/26_1_2_20170117201411430.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
10504,data/utk_face/images/85_1_0_20170110181551074.jpg.chip.jpg,6,66-116,1,0,female,white,85,utk_face
3129,data/utk_face/images/27_0_1_20170113133926055.jpg.chip.jpg,3,15-30,0,1,male,black,27,utk_face
7163,data/utk_face/images/51_1_0_20170117160813103.jpg.chip.jpg,5,41-65,1,0,female,white,51,utk_face
11640,data/utk_face/images/37_0_4_20170117135943573.jpg.chip.jpg,4,31-40,0,4,male,other,37,utk_face
3599,data/utk_face/images/16_0_1_20170110231713914.jpg.chip.jpg,3,15-30,0,1,male,black,16,utk_face
7481,data/utk_face/images/26_1_2_20170116183016628.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
12243,data/utk_face/images/27_0_3_20170104230550273.jpg.chip.jpg,3,15-30,0,3,male,indian,27,utk_face
21662,data/utk_face/images/32_1_1_20170112224100250.jpg.chip.jpg,4,31-40,1,1,female,black,32,utk_face
1478,data/utk_face/images/25_1_0_20170116211727465.jpg.chip.jpg,3,15-30,1,0,female,white,25,utk_face
10552,data/utk_face/images/41_1_0_20170103183002200.jpg.chip.jpg,5,41-65,1,0,female,white,41,utk_face
13612,data/utk_face/images/26_1_3_20170119193059058.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
3049,data/utk_face/images/24_1_2_20170116172739067.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
18268,data/utk_face/images/26_1_2_20170116184232333.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
18941,data/utk_face/images/1_1_0_20161220142938007.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
9082,data/utk_face/images/40_1_2_20170117175140261.jpg.chip.jpg,4,31-40,1,2,female,asian,40,utk_face
4769,data/utk_face/images/25_1_1_20170117014005144.jpg.chip.jpg,3,15-30,1,1,female,black,25,utk_face
2359,data/utk_face/images/40_0_0_20170117174139735.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
15294,data/utk_face/images/14_0_0_20170104013338922.jpg.chip.jpg,2,7-14,0,0,male,white,14,utk_face
22651,data/utk_face/images/22_0_3_20170119160339867.jpg.chip.jpg,3,15-30,0,3,male,indian,22,utk_face
20619,data/utk_face/images/26_0_3_20170119184304951.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
15776,data/utk_face/images/46_1_0_20170117114910298.jpg.chip.jpg,5,41-65,1,0,female,white,46,utk_face
